Lon,Lat,Clave,Edo,Est,Tmed
-100.57,28.68,PNEGRASOB,COAH,OBSERVATORIO PIEDRAS NEGRAS,11.8
-98.75,20.12,PACHUCAob,HGO,Observatorio Pachuca Hgo. SMN*,11.6
-103.46,19.73,CDGUZMANob,JAL,Observatorio Cd. Guzman Jal. SMN*,17.3
-103.39,20.71,GUADALAJARAob,JAL,Observatorio Guadalajara Jal. SMN*,15.6
-99.71,19.29,TOLUCAob,MEX,Observatorio Toluca Méx. SMN*,9.3
-99.21,18.64,ZACATEPECob,MOR,Observatorio Zacatepec Mor. SMN*,20.5
-104.89,21.49,TEPICob,NAY,Observatorio Tepic Nay. SMN*,20.9
-100.3,25.73,MONTERREYob,NL,Observatorio Monterrey N.L. SMN*,13.9
-96.49,15.67,PANGELob,OAX,Observatorio Puerto Angel Oax. SMN*,27.0
-98.17,19.05,PUEBLAob,PUE,Observatorio Puebla Pue. SMN*,13.3
-100,21.92,RIOVERDEob,SLP,Observatorio Río Verde S.L.P. SMN*,16.0
-110.8,27.95,EMPALMEob,SON,Observatorio Empalme Son. SMN*,19.9
-97.1,18.85,ORIZABAOB,VER,OBSERVATORIO ORIZABA,15.3
-89.65,21.3,PROGRESOOB,YUC,OBSERVATORIO PROGRESO,22.8
-111.35,26.01,LORETOOB,BCS,OBSERVATORIO LORETO,20.8
-102.07,21.01,LACUNACFE,JAL,La Cuña Jal. CFE*,15.0
-107.4,24.8,CULIACANOB,SIN,OBSERVATORIO CULIACAN,20.0
-108.92,28.37,YC2SO,SON,YECORA (EHCA),9.5
-96.9,19.51,XALAPAOB,VER,OBSERVATORIO XALAPA,14.8
-99.27,19.52,PREMX,MEX,PRESA MADÍN MEX (EHCA),11.1
-105.8,27.45,VZRCH,CHIH,VALLE DE ZARAGOZA,11.0
-105.42,25.03,SPPDR,DGO,SANTIAGO PAPASQUIARO,12.6
-111.35,26.01,76304,BCS,LORETO (AUTOMATICA),20.9
-99.1,18.9,YAHMR,MOR,YAHUTEPEC,18.8
-102.37,20.04,ORAMC,MICH,ORANDINO,15.1
-109.18,25.91,AHMSI,SIN,AHOME,19.9
-104.89,21.35,LMORENOob,JAL,Observatorio Lagos de Moreno Jal. SMN*,15.7
-89.98,20.98,CICYC,YUC,CENTRO DE INV.CIENTIFICA,22.9
-109.68,30.37,PNACOZARIob,SON,Observatorio P. Nacozari Son. SMN*,14.7
-87.07,20.62,PDCQR,QROO,PLAYA DEL CARMEN,23.0
-97.31,20.45,PPNVC,VER,PAPANTLA,16.5
-101.36,20.28,LJIGJ,GTO,Las Jicamas Gto.,15.5
-93.55,17.35,SITALA,CHIS,Sitala Chis. GASIR*,17.5
-93.38,17.42,TAPILULA,CHIS,Tapilula Chis. GASIR*,18.1
-98.48,20.53,HUYVC,VER,HUAYACOCOTLA,10.2
-103.09,21.93,GJAZC,ZAC,GENERAL JOAQUIN AMARO,11.7
-99.1,16.96,AYUGR,GRO,AYUTLA,25.1
-96.39,19.26,LOFVC,VER,Loma Fina Ver.,21.4
-114.85,31.03,SFLBN,BC,SAN FELIPE,17.8
-92.4,15,HUECP,CHIS,Huehuetán Chis.,27.8
-100.92,25.44,ESLCL,COAH,E. C. Saltillo Coah.,10.8
-103.26,25.77,FIMCL,COAH,Francisco I. Madero Coah.,12.8
-104.56,25.18,RDODR,DGO,Rodeo Dgo.,12.9
-98.51,17.62,IXTGR,GRO,Ixcateopan de Tlapa Gro.,21.7
-103.36,20.58,PITJL,JAL,PIAE Toluquilla Jal.,17.5
-98.78,18.94,HUXMR,MOR,Huecahuaxco Mor.,14.5
-96.53,17.43,ATEOX,OAX,Atepec Oax.,13.6
-110.29,30.98,CNNSO,SON,Cananea Son.,13.6
-99.27,24.02,STETP,TAMPS,Santa Engracia Tamps.,14.2
-89.58,20.5,CANYC,YUC,CANTAMAYEN,21.3
-89.68,20.65,ABAYC,YUC,Abala Yuc.,18.2
-102.78,24.63,SJGDR,DGO,San Juan de Guadalupe Dgo.,16.6
-104.29,25.56,SPGDR,DGO,San Pedro del Gallo Dgo.,12.5
-104.28,25.08,SLCDR,DGO,S. L. del Cordero Dgo.,13.6
-97.1,19.65,LVRVC,VER,LAS VIGAS DE RAMÍREZ,7.8
-110.14,29,MZTSO,SON,MAZATAN,19.4
-106.96,26.1,GYCCH,CHIH,GUADALUPE Y CALVO,8.0
-107.13,27.25,NRGCH,CHIH,NOROGACHIC,7.8
-104.8,24.51,CB2DR,DGO,CABORACA (HIDRO),9.0
-103.96,24,FV2DR,DGO,FRANCISCO VILLA,13.6
-104.65,24.23,PA2DR,DGO,PEÑA DEL AGUILA HIDRO,10.0
-89.54,20.39,TICYC,YUC,TICUL,20.7
-103.44,26.11,THODR,DGO,TLAHUALILO,12.4
-101.9,29,ZPTCL,COAH,ZAPATA,9.6
-99.2,19.31,CCH Sur,DF,CCH Sur,12.6
-99.2,19.4,ENP 4,DF,VIDAL CASTAÑEDA Y N.,13.7
-99.13,19.42,ENP 7,DF,EZEQUIEL A. CHAVEZ,14.3
-98.64,20.65,ZXTHD,HGO,ZACUALTIPAN,11.5
-99.5,20.66,ZMPHD,HGO,PRESA ZIMAPAN,14.5
-104.25,20.83,IXTLANRIO,NAY,Ixtlan del Río Nay. SMN*,18.7
-99.78,23.98,ZRGNL,NL,ZARAGOZA,11.8
-97.83,20.17,ZRGPB,PUE,ZARAGOZA,9.0
-108.33,26.72,CHOIXob,SIN,Observatorio Choix Sin. SMN*,21.4
-97.91,19.2,ZITTL,TLAX,ZITLALTEPEC,10.2
-96.95,19.23,TOTVC,VER,Totutla Ver.,13.9
-90.38,20.86,CELYC,YUC,Celestun Yuc.  SMN*,23.3
-97.01,18.33,ZOQPB,PUE,Zoquitlán Pue.,13.0
-99.16,19.35,ENP 6,DF,ANTONIO CASO,14.0
-99.75,16.76,ACUGR,GRO,ACAPULCO (EHCA),26.6
-115.93,30.52,ENBBN,BC,San Quintin (Ej. Nvo. B.C.) B.C.,16.0
-116.81,32.47,EFLBN,BC,EL FLORIDO,18.0
-114.72,32.7,PDMBN,BC,PRESA DERIVADORA MORELOS,16.0
-105.78,27.99,VILLALBA,CHIH,VILLALBA CHIH. AUTOMATICA,11.7
-99.17,19.45,CBIDF,DF,ESCUELA NACIONAL DE CIENCIAS BIOLOGICAS IPN. DF. (EHCA),13.6
-99.08,18.95,TEPOZTLAN,MOR,TEPOZTLAN MOR.,19.3
-114.78,32.48,SLCSO,SON,San Luis Río Colorado Son.,17.8
-105.72,25.34,76373,DGO,TEPEHUANES,10.8
-105.43,25.34,TLHDR,DGO,TEPEHUANES,10.1
-109.38,30.44,LCDSO,SON,PRESA LA ANGOSTURA,15.5
-98.75,18.88,HUEMR,MOR,Hueyapan Mor.,12.2
-100.9,19.9,MLPMC,MICH,MALPAIS,13.9
-101.02,25.38,SALTILLOob,COAH,Observatorio Saltillo Coah. SMN*,10.4
-99.08,23.38,ENNTP,TAMPS,LA ENCANTADA,13.5
-108.37,28.41,YEPCH,CHIH,YEPACHE,9.5
-98.19,18.91,AVCPB,PUE,AVILA CAMACHO,19.0
-96.97,20.05,LIBVC,VER,LIBERTAD,18.8
-103.56,22.31,MRSZC,ZAC,MONTE ESCOBEDO,10.0
-103.46,19.69,CGZJL,JAL,CIUDAD GUZMAN,16.5
-105.33,22.5,ACAPONETA,NAY,ACAPONETA,22.3
-113.55,31.3,PTOPENASCOob,SON,Observatorio Pto. Peñasco Son. SMN*,17.4
-101.92,22.52,VGOZC,ZAC,VILLA GONZALEZ ORTEGA,15.9
-104.33,19.07,MANZANILLOob,COL,Observatorio Manzanillo Col. SMN*,26.1
-104.67,23.87,SB2DR,DGO,SANTIAGO BAYACORA HIDRO,12.4
-107.15,24.81,SN2SI,SIN,SANALONA HIDRO,19.8
-107.38,25.09,AL2SI,SIN,EL VAREJONAL,21.2
-108.32,26.08,GB2SI,SIN,EL SABINAL (HIDRO) P  GUILLERMO BLAKE,20.3
-108.35,26.9,LD2SI,SIN,HUITES HIDRO,21.4
-102.25,22.44,LMOZC,ZAC,LUIS MOYA,12.4
-98.91,19.63,ACOLMAN,MEX,Acolman Méx. GASIR*,13.9
-109.06,25.59,TOPOLOBAMPOMAR,SIN,TOPOLOBAMPO SEMAR,20.5
-100.64,26.84,CDLCL,COAH,CANDELA,12.7
-97.93,22.39,ALTAMIRAOB,TAMPS,OBSERVATORIO ALTAMIRA,17.4
-110.93,29.08,HERMOSILLOob,SON,Observatorio Hermosillo Son. SMN*,20.2
-98.28,26.07,RYATP,TAMPS,S-J-3-42 REYNOSA,13.1
-102.4,20.1,SSIMC,MICH,SAN SIMON,18.9
-97.86,22.2,76547,TAMPS,TAMPICO (AUTOMATICA),17.7
-100.4,20.58,QUERETAROob,QRO,Observatorio Queretaro Qro. SMN*,13.7
-92.75,17.39,TAPIJULAPA,TAB,TAPIJULAPA TAB,21.8
-100.84,21.59,AJJJL,JAL,AJOJUCAR,13.2
-89.87,19.71,XCPCA,CAMP,XCUPIL,21.4
-106.98,24.93,TMZDR,DGO,TAMAZULA,23.2
-100.7,19.65,PUCMC,MICH,PUCUATO,10.7
-101.66,19.93,AMEMC,MICH,Aristeo Mercado Mich.,14.5
-102.42,20.18,BIBMC,MICH,BARRAJE DE IBARRA,15.9
-101.63,20.25,LANMC,MICH,LOS ANGELES,15.3
-103.6,22.69,LFLZC,ZAC,LA FLORIDA,11.5
-106.65,24.04,ACTSI,SIN,ACATITLAN,20.9
-104.91,27.11,JIMENEZCHIH,CHIH,JIMENEZ CHIH.,10.2
-99.16,18.88,IMTMR,MOR,INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA (EHCA),18.6
-100.55,25.03,SRANL,NL,SAN RAFAEL,9.5
-110.24,28.71,SJPSO,SON,San José de Pimas Son.,17.9
-94.22,16.4,ZANOX,OAX,ZANATEPEC,25.9
-95.42,16.44,EMAOX,OAX,EL MARQUEZ (RIO TEHUANTEPEC),25.8
-108.35,25.74,ZOPSI,SIN,EL ZOPILOTE,20.4
-100.11,24.42,MYNNL,NL,MIER Y NORIEGA,13.1
-105.05,20.58,CULJL,JAL,CUALE,21.1
-107.5,25.3,SJNSI,SIN,SAN JUAN,20.6
-99.32,20.36,PROJOGOMEZ,HGO,PRESA ROJO GOMEZ HGO.,12.7
-94.4,16.5,OSTOX,OAX,OSTUTA,23.6
-100.41,19.84,LDFMC,MICH,LAGUNA DEL FRESNO,13.9
-105.85,22.98,RSRSI,SIN,ROSARIO,22.3
-106.95,24.48,SCRSI,SIN,SANTA CRUZ,22.7
-102.5,21.3,SGRJL,JAL,SAN GASPAR DE LOS REYES,12.3
-108.76,26.6,CZNSO,SON,CAZANATE,19.1
-102.72,21.84,CALVILLOCFE,AGS,CALVILLO CFE,17.1
-111.83,24.48,PCORTESMAR,BCS,PUERTO CORTES SEMAR,20.6
-106.77,26.23,CHNCH,CHIH,Chinatu Chih.  SMN*,8.6
-106.22,27.45,BOCADELRIO,CHIH,BOCADELRIO CHIH. AUTOMATICA,11.1
-114.73,18.34,ISOCORROMAR,COL,ISLA SOCORRO SEMAR,24.2
-104.3,19.07,MANZANILLOMAR,COL,MANZANILLO SEMAR,25.3
-105.47,24.19,LVEDR,DGO,LAS VEGAS (EHCA),6.7
-106,24.5,TDRDR,DGO,EL TULE DEL REAL,24.1
-101.06,17.27,PTOVICENTEMAR,GRO,PUERTO VICENTE SEMAR,27.1
-100.66,18.35,CA2GR,GRO,CD. ALTAMIRANO GUERRERO (EHCA),26.9
-99.39,20.74,ZIMAPAN,HGO,ZIMAPAN HGO. AUTOMATICA,14.6
-102.5,20.55,ATOTONILCOCFE,JAL,ATOTONILCO CFE,16.0
-101.85,21.35,SAUCEDACFE,JAL,SAUCEDA CFE,12.7
-98.64,19.1,IXTAPOPO,MEX,IXTAPOPO MEX. AUTOMATICA,6.3
-98.89,19.49,CHAPINGO,MEX,Chapingo Méx. GASIR*,11.9
-98.83,19.5,SANCTORUM,MEX,SANCTORUM,8.3
-106.54,21.63,ISLASMARIASMAR,NAY,ISLAS MARIAS SEMAR,22.0
-96.13,15.81,HUATULCOMAR,OAX,HUATULCO SEMAR,26.7
-95.19,16.17,SALINACRUZMAR,OAX,SALINA CRUZ SEMAR,25.9
-95.04,16.88,MROOX,OAX,MATIAS ROMERO (EHCA),20.7
-97.39,19.89,TEZIUTLAN,PUE,TEZIUTLAN PUE. AUTOMATICA,10.3
-88.7,19.75,JMORELOS,QROO,JOSE MARIA MORELOS Q. ROO,21.9
-108.01,25.9,JNASI,SIN,JAINA,19.8
-99.38,23.41,JAUMAVE,TAMPS,JAUMAVE TAMPS. AUTOMATICA,15.6
-97.77,23.79,LAPESCAMAR,TAMPS,LA PESCA SEMAR,16.6
-97.22,21.47,ISLALOBOSMAR,VER,ISLA LOBOS SEMAR,19.3
-89.39,20.29,OXKUTZCAB,YUC,OXKUTZCAB YUC. AUTOMATICA,23.4
-100.51,28.71,76242,COAH,PIEDRAS NEGRAS (AUTOMATICA),12.1
-105.29,21.23,SANBLASMAR,NAY,SAN BLAS SEMAR,22.1
-99.55,24.57,VSMTP,TAMPS,Victoria-San Marcos Tamps.,14.7
-103.73,19.23,COLIMAOB,COL,OBSERVATORIO COLIMA,25.2
-92.93,17.98,VHERMOSAob,TAB,Observatorio Villahermosa Tab. SMN*,22.8
-97.91,19.31,HMTTL,TLAX,HUAMANTLA,9.7
-102.2,17.9,MLCMC,MICH,MELCHOR OCAMPO L.C.,28.2
-98.23,19.32,TLAXCALAOB,TLAX,OBSERVATORIO TLAXCALA,12.8
-98.23,19.32,76684,TLAX,Tlaxcala (Automatica),12.6
-86.77,21.07,CNCQR,QROO,CANCUN QROO. (EHCA),23.0
-99.1,19.38,ENP 2,DF,ERASMO CASTELLANOS,14.4
-102.35,22.45,CUAZC,ZAC,CD. CUAHTEMOC,12.5
-99.35,18.76,MIAMR,MOR,MIACATLAN,20.8
-98.97,18.9,ELPMR,MOR,EL PEÑON,17.7
-111.02,30.05,QRBSO,SON,QUEROBABI,16.9
-107.93,30.42,NCGRANDESOB,CHIH,OBSERVATORIO NUEVO CASAS GRANDES,9.0
-107.84,25.49,SANJUAN,SIN,SAN JUAN SIN. AUTOMATICA,20.5
-89.63,20.98,FAEYC,YUC,FUERZA AEREA,22.6
-88.16,21.57,RILYC,YUC,RIO LAGARTOS YUC. (EHCA),22.1
-105.3,28.95,MOCAMPO,CHIH,MELCHOR OCAMPO CHIH.,12.2
-99.19,19.37,ENP 8,DF,MIGUEL E. SCHULTZ,12.6
-99.03,21.98,CDVALLES,SLP,CIUDAD VALLES SLP.,18.1
-92.26,14.9,TAMCP,CHIS,TAPACHULA (MALPASO),25.9
-104.66,26.51,JIMENEZ2CHIH,CHIH,JIMENEZ CHIH. GASIR AUTOMATICA,10.8
-105.25,26.54,PPICODELAGUILA,CHIH,PRESA PICO DEL AGUILA CHIH.,12.9
-99.65,18.26,COCULA,GRO,COCULA GRO.,23.2
-108.62,26.41,ELFUERTE,SIN,EL FUERTE SIN. AUTOMATICA,19.6
-116.2,32.27,AGHBN,BC,AGUA HECHICERA,11.3
-105.28,28.99,HGRANERO,CHIH,EL GRANERO (HIDROM) AUTOMATICA,12.8
-99.38,18.7,CUTMR,MOR,CUAUTLITA,20.2
-99.43,18.88,PAPMR,MOR,Palpan Mor.,18.4
-98.94,19.04,TLCMR,MOR,TLACUALERA,9.5
-96.11,19.14,VERACRUZOB,VER,OBSERVATORIO VERACRUZ,21.5
-99.06,19.38,CCH Oriente,DF,CCH Oriente,13.5
-104.05,23.62,SELDR,DGO,PRESA SANTA ELENA,12.2
-97.51,20.03,CTZPB,PUE,CUETZALAN,14.1
-97.42,19.43,ZALVC,VER,ZALAYETA,7.9
-109.91,22.88,CSLBS,BCS,CABO SAN LUCAS,22.6
-109.66,23.05,SJCBS,BCS,SAN JOSE DEL CABO,22.1
-110.21,23.43,TSNBS,BCS,TODOS SANTOS,20.1
-109.71,23.45,SNTBS,BCS,SANTIAGO,17.4
-109.55,23.58,RBRBS,BCS,LA RIBERA,17.6
-109.7,23.68,LBABS,BCS,LOS BARRILES,21.3
-109.88,23.71,SBABS,BCS,SAN BARTOLO,18.3
-109.98,24.07,PLNBS,BCS,LOS PLANES,18.4
-111.65,25,CCNBS,BCS,CD. CONSTITUCION,19.8
-112,26.86,MLGBS,BCS,MULEGE,17.5
-112.28,27.3,SRLBS,BCS,SANTA ROSALIA,19.2
-113.42,27.78,DORBS,BCS,DIAZ ORDAZ,16.3
-114.05,27.96,GNGBS,BCS,GUERRERO NEGRO,17.0
-99.37,17.47,MCHGR,GRO,MOCHITLAN,23.5
-98.27,19.97,TEZONCUALPA,HGO,TEZONCUALPA HGO,8.6
-99.51,19.12,NEVMX,MEX,NEVADO DE TOLUCA MEX (EHCA),3.2
-103.11,21.4,JCHZC,ZAC,JUCHIPILA,16.7
-109.6,23.06,SARBS,BCS,EL SARGENTO,19.2
-99.6,18.55,TAXGR,GRO,TAXCO,16.5
-102.62,24.98,NTAZC,ZAC,Nuevo Tampico Zac.,11.9
-96.14,19.04,PDTVC,VER,PASO DEL TORO,21.9
-99.93,17.6,YXTGR,GRO,Yextla Gro.,17.4
-96.93,17.52,SNAOX,OAX,Santiago Nacaltepec Oax.,11.4
-104.6,24.09,DURANGOob,DGO,Observatorio Durango Dgo. SMN*,12.9
-96.2,18.97,COPVC,VER,El Copital Ver.,20.4
-102.12,21.8,TNJAG,AGS,LA TINAJA II,13.0
-102.18,21.82,CLVAG,AGS,CALVILLITO,10.1
-102.1,21.88,SNVAG,AGS,SANDOVALES,11.5
-101.96,21.91,PALAG,AGS,PALO ALTO,12.1
-98.56,19.58,CPPTL,TLAX,CALPULALPAN,9.2
-103.6,22.69,LAFLORIDA,ZAC,LA FLORIDA ZAC AUTOMATICA,11.1
-101.25,21.02,GUANAJUATOOB,GTO,OBSERVATORIO GUANAJUATO,15.2
-89.74,20,BOLCA,CAMP,BOLONCHEN,23.1
-88.47,20.39,CHIYC,YUC,CHANCHICHIMILA,19.6
-99.14,19.27,ENP 5,DF,JOSÉ VASCONCELOS,13.9
-100.83,19.86,ZINMC,MICH,ZINAPECUARO,14.3
-96.55,17.27,SCIOX,OAX,SANTA CATARINA IXTEPEJI,13.8
-106.41,23.22,MAZATLANob,SIN,Observatorio Mazatlan Sin. SMN*,21.9
-101.91,21.35,LDMJL,JAL,LAGOS DE MORENO,13.7
-107.9,27.9,BTVCH,CHIH,BATOVIRA,10.1
-99.2,18.6,JOJMR,MOR,JOJUTLA,21.5
-100.98,22.18,SLPOTOSIOB,SLP,OBSERVATORIO SAN LUIS POTOSI,12.4
-100.98,22.18,76538,SLP,San Luis Potosi (Automatica),10.0
-106.36,26.13,ROSDR,DGO,LA ROSILLA,3.9
-92.67,15.33,ESCUINTLA,CHIS,ESCUINTLA CHIS.,27.3
-109.08,30.07,ARISO,SON,ARIBABI,9.2
-93.33,18.42,PARAISO,TAB,PARAISO TAB.,23.8
-90.82,18.06,MONCLOVACAMP,CAMP,MONCLOVA CAMP. AUTOMATICA,24.9
-99.18,19.33,CCA ,DF,CCA-UNAM,13.2
-103.28,25.06,LFLDR,DGO,LA FLOR,13.2
-105,25.61,LCRDR,DGO,PRESA LAZARO CARDENAS,14.7
-105.53,26,SBEDR,DGO,San Bernardo Dgo.,10.3
-99.75,16.76,76806,GRO,ACAPULCO (AUTOMATICA),27.1
-102.25,20.48,HUAJL,JAL,HUASCATO,16.2
-105.02,22.37,PAJNR,NAY,PAJARITOS,22.7
-105.34,22.55,LESNR,NAY,LA ESTANCIA,22.9
-109.5,29.53,TPCSO,SON,TEPACHE,18.0
-102.19,22,CHOAG,AGS,CAÑADA HONDA,12.7
-98.33,21.01,ATCHD,HGO,ATLAPEXCO,19.0
-97.54,21.06,CLHVC,VER,CHALAHUITE TUXPAN,18.3
-98.24,19.21,ZACTL,TLAX,ZACATELCO,12.2
-107.25,28.8,BACCH,CHIH,BACHINIVA,7.5
-99.12,19.27,ENP 1,DF,GABINO BARREDA,13.3
-99.13,19.48,ENP 9,DF,PEDRO DE ALVA,14.2
-99.2,19.5,CCH Azcapotzalco,DF,CCH Azcapotzalco,13.2
-89.61,21.04,FIYYC,YUC,FIUADY,21.1
-89.53,21.08,CONYC,YUC,CONKAL,21.0
-89.65,21.3,76592,YUC,Progreso (Automatica),23.3
-103.46,21.47,TGOZC,ZAC,TEUL DE GONZALEZ  ORTEGA,14.3
-99.14,18.52,NEXMR,MOR,NEXPA,20.0
-96.91,18.21,LCAOX,OAX,La Carbonera Oax.,12.2
-102.8,21.79,MNLAG,AGS,MEDIA LUNA,14.2
-102.59,22.18,ALMAG,AGS,ALAMITOS (CAMPAMENTO),9.6
-99.61,18.9,PDZMX,MEX,PORFIRIO DÍAZ,12.8
-99.6,19.32,RECMX,MEX,RECTORIA,11.4
-99.95,19.66,TPTMX,MEX,TEPATITLAN,10.5
-99.79,19.82,PFBMX,MEX,PRESA FRANCISCO T. FABELA,8.7
-99.6,19.9,DNXMX,MEX,PRESA DANXHO,9.1
-99.7,20,PNDMX,MEX,P. ¥ADO,11.6
-99.7,20.06,HPNMX,MEX,P. HUAPANGO,8.0
-99.7,20.1,PMNMX,MEX,P. EL MOLINO,9.2
-95.92,17.73,RMLOX,OAX,RIO MANSO LA LANA,21.0
-96.13,18.08,TUXOX,OAX,TUXTEPEC,22.1
-95.52,18.63,NLTVC,VER,NARANJAL LERDO DE TEJADA,21.1
-96.64,19.32,CRRVC,VER,CARRIZAL,20.9
-96.96,19.38,TCOVC,VER,TEOCELO,16.1
-96.7,19.43,CEGVC,VER,Cerro Gordo Ver.,17.9
-102.89,23.17,FREZC,ZAC,FRESNILLO,11.1
-96.97,19.55,OTIVC,VER,Otilpan Ver.,13.2
-99.51,19.2,CGCMX,MEX,GERENCIA CNA CODAGEM,9.9
-116.3,32.51,HNGBN,BC,EL HONGO,8.9
-101.05,17.38,CYQGR,GRO,COYUQUILLA,26.5
-101,18.45,LCLGR,GRO,LA CALERA,22.7
-103.78,21.83,BLNJL,JAL,BOLA¤OS,19.9
-99.94,18.93,TESMX,MEX,TESCALTITLAN,11.3
-99.63,19.29,COBMX,MEX,C.N.A. OBSERVATORIO,10.0
-99.7,19.3,SBBMX,MEX,SAN BERNABE (J. ANTONIO ALZATE),9.6
-99.7,19.33,CALMX,MEX,CALIXTLAHUACA,9.8
-99.8,19.33,TBRMX,MEX,Tres Barrancas Méx.,7.5
-99.21,19.4,PTLMX,MEX,PRESA TOTOLICA,9.9
-98.9,19.44,TJCMX,MEX,EL TEJOCOTE,9.5
-99.77,19.46,PIRMX,MEX,P. IGNACIO RAMIREZ (ATOTONILCO),8.0
-99.76,19.56,IXCMX,MEX,IXTLAHUACA,10.0
-99.7,19.6,SLBMX,MEX,SAN BARTOLO DEL LLANO,8.9
-99.86,19.78,ATPMX,MEX,ATLACOMULCO PREPA,8.2
-99.16,18.79,TMCMR,MOR,TEMOAC,17.1
-96.45,17.12,SMAOX,OAX,San Antonio Cuajimoloyas Oax.,7.1
-101,22.2,SGRSL,SLP,SOLEDAD GRACIANO,11.2
-110.88,30.71,IMRSO,SON,IMURIS,13.5
-99.25,18.73,OACMR,MOR,OACALCO,19.3
-95.6,16.42,TEQOX,OAX,TEQUISISTLAN,23.4
-99.96,20.2,IDFQT,QRO,SAN ILDEFONSO,10.1
-100,20.36,SJSQT,QRO,SAN JOSE,13.0
-100.07,20.41,CNSQT,QRO,CONSTITUCION DE 1917,12.5
-100.35,20.5,BATQT,QRO,EL BATAN,12.5
-100.45,20.53,EPUQT,QRO,EL PUEBLITO,13.6
-100.36,20.56,OBSQT,QRO,OBSERVATORIO DE QUERETARO,14.1
-99.81,21.05,PMLQT,QRO,PE¥AMILLER,16.3
-102.07,22.1,VJZAG,AGS,VILLA JUÁREZ,11.8
-101.93,21.36,OLMJL,JAL,LAGOS DE MORENO OBS.,15.8
-100.36,20.56,GHQQT,QRO,GERENCIA HIDALGO QRO.,13.8
-99.71,19.2,SJHMX,MEX,SAN JUAN DE LAS HUERTAS,10.2
-105.11,21.83,CAPNR,NAY,CAPOMAL,23.1
-99.26,18.73,ALUMR,MOR,ALPUYECA,20.2
-97.25,19.58,PERVC,VER,PEROTE,6.5
-103.45,20.75,BAZJL,JAL,Base Aerea Zapopan Jal.,14.8
-99.8,19.63,SMLMX,MEX,SANTA MARIA DEL LLANO,10.1
-99.24,19.47,CCH Naucalpan,MEX,CCH Naucalpan,13.5
-93.1,16.83,CSUMIDERO,CHIS,Cañon del Sumidero Chis. SMN*,16.2
-92.93,17.53,PUYACATENGO,TAB,PUYACATENGO TAB.,20.8
-92.88,18.01,PORVENIR,TAB,PORVENIR TAB.                                                                                                                                        ,23.2
-102.17,25.45,PARCL,COAH,PARRAS,11.4
-96.88,19.6,INCVC,VER,INGENIO CONCEPCION,13.1
